NINDEX,sta,ngroups,elev,lat,lon,descr,lddate,DNORTH,DEAST,REFSTA,STANAME,COD,STATYPE,UNDERGROUND,ONDATE,OFFDATE
439,BRK33,1,140,59.3796,56.8263,Ber-Druzhba-sens3,"2014-01-28 06:24:00",0,0,,,,NULL,,2014-01-28,NULL
488,BRK8,1,147,59.3637,56.787,"Березники, Нартовка","2020-07-06 07:09:50",0,0,,"Berezniki, Nartovka",,NULL,,2014-10-01,NULL
295,BRVK,7,330,53.058,70.283,,"2014-06-23 05:23:00",0,0,,,,NULL,,2014-06-23,NULL
497,BSTK,1,168,54.841499,83.237396,Быстровка,"2023-11-15 07:08:49",0,0,,Bystrovka,BSTK,NULL,,2013-01-01,NULL
416,BSV1,1,175,59.402607,56.837746,,"2012-10-05 12:16:00",0,0,,,,NULL,,2012-10-05,NULL
417,BSV2,1,0,59.403801,56.834202,,"2012-10-05 12:31:00",0,0,,,,NULL,,2012-10-05,NULL
418,BSV3,1,175,59.407207,56.834805,,"2012-10-05 12:19:00",0,0,,,,NULL,,2012-10-05,NULL
461,BT1,2,158.509995,54.118301,52.348301,"?. ??????? ????????","2018-10-04 12:54:55",0,0,,,,NULL,,2008-03-26,NULL
473,BT3,1,184,54.2278,52.4591,Байтуган-3,"2020-06-29 06:33:15",0,0,,BuyTwoGun-3,BT3,NULL,,2010-01-01,NULL
59,BUG,1,0,44.016700744628906,42.81669998168945,NULL,"1999-01-05 07:49:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
503,BVNK,4,0,45,45,,"2024-02-12 07:54:34",0,0,,,,NULL,,2024-02-12,NULL
487,BVNN,1,33,70.4821,68.5505,,"2020-02-23 07:39:40",0,0,,Bovanenkovo,,NULL,,2019-01-01,NULL
264,BW06,1,2224,42.766700744628906,-109.5582504272461,NULL,"2002-11-28 12:44:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
372,BZN,3,1301,33.490002,-116.669998,,"2010-10-14 05:00:00",0,0,,,,NULL,,2010-10-14,NULL
270,CBKS,1,677,38.81399917602539,-99.73739624023438,NULL,"2002-11-28 13:04:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
498,CGES2,1,140,55.952,47.2749,д.Ямбарусово,"2023-12-29 11:07:48",0,0,,,CGES2,NULL,,2017-08-21,NULL
499,CGES3,1,135,56.2392,46.5047,д.Замятино,"2023-12-29 11:09:33",0,0,,,CGES3,NULL,,2017-08-18,NULL
500,CGES4,1,80,56.3541,47.4059,"д.Черное Озеро","2023-12-29 11:11:07",0,0,,,CGES4,NULL,,2017-08-18,NULL
325,CHKZ,3,240,53.67620086669922,70.61519622802734,NULL,"2004-07-08 09:58:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,COLA,2,74,64.8738,-147.851,??????,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,DBR,1,45,45,45,NULL,"2004-08-18 15:22:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
458,"DGNI ",2,0,45,45,,"2015-12-28 11:10:00",0,0,,,,NULL,,2015-12-28,NULL
482,DNMK1,1,222,48.0655,38.0408,,"2020-01-14 13:52:06",0,0,,,,NULL,,2020-01-13,NULL
483,DNMK2,1,224,48.0678,38.0478,,"2020-01-14 13:53:09",0,0,,,,NULL,,2020-01-13,NULL
484,DNMK3,2,234,48.0638,38.0511,,"2020-01-14 14:23:20",0,0,,,,NULL,,2020-01-13,NULL
485,DNMK4,1,224,48.062,38.044,,"2020-01-14 13:54:50",0,0,,,,NULL,,2020-01-13,NULL
430,DOM,1,1608,43.292,41.624001,,"2013-08-21 09:47:00",0,0,,,,NULL,,2013-08-21,NULL
428,DOMR,1,1608,43.292,41.624001,,"2013-08-21 09:23:00",0,0,,,,NULL,,2013-08-21,NULL
271,DUG,1,1477,40.19499969482422,-112.81330108642578,NULL,"2002-11-28 13:04:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,ELB,1,218.279999,43.388,42.473999,"Elbrus, Russia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,ELT,1,215,53.25,86.2667007446289,NULL,"1998-09-02 10:20:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,ENH,1,487,30.271999,109.487,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,ERE,1,998,40.18339920043945,44.5,NULL,"1999-01-21 06:26:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
447,EUNU,1,623,80.0532,-86.4158,,"2015-01-14 05:52:00",0,0,,,,NULL,,2008-04-15,NULL
38,FINES,1,150,61.4436,26.0771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,FRU,1,830,42.83,74.62,??????,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,GERES,1,1022,48.8368,13.7019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,GNI,1,1460,40.053001403808594,44.7239990234375,NULL,"2001-01-17 08:53:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305,GRA1,1,0,49.691898345947266,11.221699714660645,NULL,"2003-07-09 10:42:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,GRA2,1,0,49.65520095825195,11.359399795532227,NULL,"2003-07-09 10:51:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
308,GRA3,1,0,49.76219940185547,11.318699836730957,NULL,"2003-07-09 10:51:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
309,GRA4,1,0,49.565399169921875,11.43589973449707,NULL,"2003-07-09 10:52:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
310,GRB1,1,0,49.391300201416016,11.652000427246094,NULL,"2003-07-09 10:52:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311,GRB2,1,0,49.27090072631836,11.670000076293945,NULL,"2003-07-09 10:53:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
312,GRB3,1,0,49.34349822998047,11.805999755859375,NULL,"2003-07-09 10:53:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
313,GRB4,1,0,49.46889877319336,11.560799598693848,NULL,"2003-07-09 10:53:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
314,GRB5,1,0,49.112098693847656,11.6766996383667,NULL,"2003-07-09 10:54:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
315,GRC1,1,0,48.99620056152344,11.521400451660156,NULL,"2003-07-09 11:09:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
318,GRC2,1,0,48.86759948730469,11.375499725341797,NULL,"2003-07-09 11:09:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,GRC3,1,0,48.890201568603516,11.585800170898438,NULL,"2003-07-09 11:10:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
320,GRC4,1,0,49.086700439453125,11.526300430297852,NULL,"2003-07-09 11:10:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
441,GRV,2,0,60.577702,50.781399,????,"2018-08-15 09:14:26",0,0,,,,NULL,,2006-12-21,NULL
60,GUM,1,0,43.7755012512207,42.22800064086914,NULL,"1999-01-05 07:54:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,GUMO,2,100,13.587,144.86,"Guam, Marianas Island",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
413,GUZ,1,886,43.995998,41.118,,"2012-09-05 09:07:00",0,0,,,,NULL,,2012-09-05,NULL
406,GUZR,1,886,43.995998,40.118,?????????,"2012-09-19 09:27:00",0,0,,,,NULL,,2010-07-25,NULL
284,GZU,1,0,41.425498962402344,111.9749984741211,NULL,"2002-11-28 15:35:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,HIA,3,610,49.266701,119.741997,,"2012-02-13 06:08:00",0,0,,,,NULL,,NULL,NULL
82,HKC,1,27,22.303600311279297,114.1718978881836,NULL,"1999-12-14 11:48:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
272,HLID,1,1772,43.5625,-114.41380310058594,NULL,"2002-11-28 13:05:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448,HSPB,1,11,77.0019,15.5332,,"2015-01-14 05:55:00",0,0,,,,NULL,,2007-09-22,NULL
396,HVS,5,0,45,45,,"2012-02-13 06:10:00",0,0,,,,NULL,,2012-02-13,NULL
80,IFZ,1,100,55.77000045776367,37.599998474121094,NULL,"1999-08-17 11:05:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
495,IN0,1,71,66.012497,60.2201,,"2022-09-01 14:06:42",0,0,,Inta,,NULL,,2021-08-04,NULL
44,INCN,2,419,37.48,126.63,"Inchon, Korea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,IRK,1,467,52.24,104.27,???????,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
330,ISK3,1,0,45,45,NULL,"2004-06-03 13:35:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
225,IVAK,4,0,59.290000915527344,57.5099983215332,NULL,"2002-02-18 11:26:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
349,IZH,2,0,61.670799,50.824699,????,"2010-09-29 12:25:00",0,0,,,,NULL,,2006-12-21,NULL
354,JPN,4,0,45,45,,"2007-05-11 10:50:00",0,0,,,,NULL,,2007-05-10,NULL
491,KAIR,2,510,54.6181,58.2826,Катав-Ивановск,"2020-08-03 08:03:03",0,0,,Katav-Ivanovsk,KAIR,NULL,,2020-07-31,NULL
71,KAT,1,200,39.027801513671875,56.266700744628906,NULL,"1999-04-06 06:44:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,KAU,2,166,56.431801,61.502998,"??????? ?????????","2012-10-08 11:26:00",0,0,,"Kamensk Uralskiy",KAUR,NULL,?????,2007-04-09,NULL
443,KAUR,4,166,56.4318,61.503,,"2024-07-24 13:08:43",0,0,,,KAUR,NULL,,2014-04-09,NULL
421,KBS,4,90,78.919998,11.94,,"2012-12-24 08:39:00",0,0,,,,NULL,,2010-06-08,NULL
426,KEPSH,2,200,43.610001,40.060001,,"2013-05-29 07:51:00",0,0,,,,NULL,,2013-05-29,NULL
465,KI01,1,469,54.6539,57.705601,Катав-Ивановск,"2020-04-09 07:03:51",0,0,,Bedyarysh,KI01,NULL,Суглинок,2018-09-06,2018-10-16
466,KI02,1,487,54.794701,57.994999,Катав-Ивановск,"2020-04-09 06:54:13",0,0,,Karaulovka,,NULL,Суглинок,2018-09-06,2018-09-08
476,KI021,1,438,54.779202,57.997002,Катав-Ивановск,"2020-04-09 06:55:20",0,0,,Karaulovka,,NULL,Суглинок,2018-10-02,2018-12-20
467,KI03,1,536,54.638302,57.875801,Катав-Ивановск,"2020-04-09 06:57:53",0,0,,Lemeza,,NULL,Суглинок,2018-09-05,2018-09-08
477,KI031,1,481,54.622299,57.8536,Лемеза,"2020-04-09 06:58:54",0,0,,Lemeza,,NULL,Суглинок,2018-10-02,2019-08-23
474,KI04,2,446,54.738098,58.142799,Катав-Ивановск,"2020-04-09 07:00:23",0,0,,Bashles,KI04,NULL,Суглинок,2018-10-02,NULL
475,KI05,1,327,54.866699,58.0821,Катав-Ивановск,"2020-04-09 07:03:36",0,0,,Orlovka,KI05,NULL,Суглинок,2018-10-16,2019-08-23
479,KI06,1,409,54.761101,58.168301,Катав-Ивановск,"2020-04-09 07:05:22",0,0,,Severny,,NULL,Суглинок,2018-12-20,NULL
67,KIP,1,0,21.42329978942871,-158.01499938964844,NULL,"1999-02-12 11:21:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
453,KIRV,1,100,58.585,49.4158,,"2015-10-19 03:45:00",0,0,,,,NULL,,2015-07-08,NULL
70,KIS,1,185,46.9984016418457,28.81839942932129,NULL,"1999-04-06 06:42:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,KIV,2,1210,43.958,42.682999,"Kislovodsk,Russia","2013-12-05 10:37:00",0,0,,,,NULL,,NULL,NULL
18,KIV0,1,1210,43.958,42.682999,"Kislovodsk,Russia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,KIV1,1,1210,43.958,42.682999,"Kislovodsk,Russia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,KIV2,1,1210,43.958,42.682999,"Kislovodsk,Russia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,KIV3,1,1210,43.958,42.682999,"Kislovodsk,Russia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118,KIVMA,2,1210,43.95800018310547,42.68299865722656,NULL,"2000-11-21 16:16:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,KIZ,3,120.5,58.199001,57.140701,,"2012-01-12 08:26:00",0,0,,,,NULL,,NULL,NULL
338,KKAR,1,520,43.10340118408203,70.5114974975586,NULL,"2004-07-08 14:27:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,KLD,1,0,49.2333984375,131.75,NULL,"1998-10-16 08:31:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,KLM,1,0,60.854,39.519,,"2015-07-08 09:42:00",0,0,,,KLMR,NULL,,2015-07-08,NULL
454,KLMR,2,157,60.854,39.519,,"2015-07-08 09:35:00",0,0,,,,NULL,,2015-07-08,NULL
43,KONO,2,216,59.649,9.598,"Kongberg, Norway",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123,KRSR,1,160,56.0099983215332,92.87000274658203,NULL,"2001-01-26 08:52:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111,KSAR,1,0.10899999737739563,37.442100524902344,127.88400268554688,NULL,"2000-10-31 12:49:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,KUB,1,0,43.82849884033203,43.43050003051758,NULL,"1999-01-05 07:59:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
301,KUR,1,184,50.71540069580078,78.62020111083984,NULL,"2003-06-16 13:46:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398,KURK,2,184,50.715401,78.620201,,"2024-02-12 07:53:17",0,0,,"Kurchatov, Kazakhstan",,NULL,,2019-09-01,NULL
459,LBG,2,115,52.025299,53.5853,"c. ???????","2018-08-15 09:17:56",0,0,,,,NULL,,2016-02-15,NULL
65,LEN,1,1550,40.766700744628906,43.849998474121094,NULL,"1999-01-21 06:27:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,LPAZ,1,4774,-16.287900924682617,-68.13069915771484,NULL,"1999-08-05 11:02:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
399,LUZB,4,0,45,45,,"2012-02-14 04:45:00",0,0,,,,NULL,,2012-02-14,NULL
27,LVV,1,320,49.82,24.033,?????,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,LVZ,3,630,67.898,34.651,"Lovozero,Russia","2015-01-12 10:20:00",0,0,,,,NULL,,2015-01-12,NULL
400,LZRR,1,0,43.935001,39.379799,,"2012-08-01 02:41:00",0,0,,,,NULL,,2012-06-05,NULL
12,MA2,1,339,59.575001,150.768005,"Magadan,Russia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,MAK,1,45,42.96120071411133,47.50559997558594,NULL,"1998-10-16 08:23:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
323,MAKZ,2,600,46.807498931884766,81.97740173339844,NULL,"2004-02-27 09:25:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,MAT,1,440,36.54169845581055,138.20889282226562,NULL,"1999-12-14 11:48:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
328,MCK,1,618,63.7322998046875,-148.9340057373047,NULL,"2004-02-27 10:02:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
374,MCQ,4,0,45,45,,"2010-11-23 05:44:00",0,0,,,MCQ,NULL,,2009-11-23,NULL
331,MHV,4,150,54.95949935913086,37.76639938354492,NULL,"2004-06-23 13:50:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,MIK,1,196,54.5,27.883399963378906,NULL,"2000-05-26 06:13:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,MOS,3,124,55.7383,37.625,,"2014-05-28 07:27:00",0,0,,,,NULL,,2014-05-28,NULL
61,NAG,1,0,44.444000244140625,42.775001525878906,NULL,"1999-01-05 07:58:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,NCK,1,500,43.495499,43.5956,,"2013-08-21 09:24:00",0,0,,,,NULL,,2013-08-21,NULL
265,NEE,1,139,34.824798583984375,-114.59940338134766,NULL,"2002-11-28 12:57:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
279,NEN,1,1326,35.64950180053711,-114.84329986572266,NULL,"2002-11-28 13:54:00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
420,NEU,1,1723,43.245998,42.716301,????????,"2013-02-05 09:08:00",0,0,,Neutrino,,NULL,???????-??????,2012-10-23,NULL
346,NEUTR,1,1700,43.245998,42.715302,????????,"2006-08-16 11:10:00",0,0,,,,NULL,"??????, ?????",2006-07-05,2006-07-10
